,pro,con
23457,great training,steve jobs
23458,environment,ron johnson
23459,people,the philosophy
23460,great experience,work
23461,tech,customer experience
23462,new products,the products
23463,the company,themselves
23464,whole,it
23465,the pay,all
23466,great,results
23467,supportive internal network,we
23468,lot,any commission
23469,the managers,you
23470,,the math
23471,super,the management
23472,lot,results
23473,personalities,the average employee
23474,the employees,skills
23475,you,80k tech support
23476,entrepreneurial environment,it jobs
23477,people,them
23478,flexibility,half
23479,passion,that
23480,diversity,them
23481,great,top
23482,matching,those unfeasible numbers
23483,entrepreneurial environment,apple
23484,people,retail
23485,flexibility,the people
23486,passion,the top tier
23487,diversity,it
23488,great,boutique circuit city
23489,matching,terrible schedule
23490,you,pay
23491,some,
23492,the smartest,it
23493,you,
23494,there,it
23495,great variation,each department
23496,different roles,it
23497,each store,own company
23498,it,favoritism
23499,one,part timers
23500,suits,none
23501,benefits,best place
23502,any retail organization,there
23503,there,any
23504,standards,the excepted overwhelming
23505,this,people
23506,,the store
23507,day experience,management
23508,employees,this
23509,great job,the dream
23510,lots,no cons
23511,trust,the employee retention rate
23512,freedom,the company popularity
23513,the way,it
23514,you,time
23515,,the company ladder
23516,apple,time
23517,part,whiteboard
23518,acquisition,code
23519,,no set schedule
23520,lot,large company
23521,perks,lots
23522,rsu,qualified people
23523,,lot
23524,apple,competition
23525,past,not lot
23526,they,spots
23527,almost same number,no set schedule
23528,rsu,large company
23529,long hours,lots
23530,it,qualified people
23531,you,lot
23532,yourself,competition
23533,maternity leave,not lot
23534,12 weeks,spots
23535,work,no part time
23536,amazing people,career experiences
23537,personal development,retail hours
23538,pay,mall
23539,coworkers,stressful environment
23540,pace,emphasis
23541,you,customer experience
23542,great products,lots
23543,an innovative culture,politics
23544,strong presence,managers
23545,number,challenges
23546,verticals,international customers
23547,pay,you
23548,career capital,you
23549,great company,it
23550,great opportunities,you
23551,an amazing environment,people
23552,you,apple
23553,you,quite long time
23554,good wage,they
23555,average wages,way
23556,great benefits,the bare minimum
23557,flexible schedule,job
23558,amazing company,big company
23559,full,many different groups
23560,awesome benefits,experiences
23561,this job,here
23562,great benefits,some
23563,great opportunities,the negatives
23564,transition,
23565,different departments,fear
23566,there,an
23567,someone,they
23568,you,excessive email
23569,there,phone calls
23570,many opportunities,meetings
23571,advancement,travel
23572,benefits,internal work flow
23573,health,most
23574,stock,brute force
23575,fertility,ics
23576,vision,key decisions
23577,dental,the last minute
23578,life,team members
23579,disability,contingency
23580,tuition,contingency
23581,discounts,management
23582,great training,options
23583,development opportunities,wannabe
23584,company,firefighters
23585,benefits,planners
23586,amazing,fires
23587,great benefits,the first place
23588,overall great company,many teams
23589,home,everything
23590,flexible schedule,the sun
23591,college students,expectations
23592,remote,the big hitters
23593,work,the team
23594,home,all
23595,apple,this
23596,equipment,lots
23597,you,pressure
23598,good,apple
23599,benefits,nothing
23600,medical,the pros
23601,dental,any cons
23602,vision,this
23603,etc,great place
23604,great company,slow customer service
23605,employees,employees
23606,great benefits,shifts
23607,no sale pressure,holidays
23608,employee feedback,leadership
23609,apple,some
23610,company,they
23611,coworkers,
23612,everyone,colleagues
23613,something,new opportunities
23614,the table,forty hour work weeks
23615,the new products,systems
23616,an inside perspective,it
23617,fun,cross
23618,no,assigned roles
23619,we,work
23620,they,time consuming
23621,some customer interactions,scope
23622,you,they
23623,these devices,the employee
23624,them,everyone
23625,apple,sometimes secrecy
23626,that aspect,it
23627,those experiences,people
23628,special,fun
23629,the job,it
23630,good benefits,apple
23631,an easy job,management
23632,pros,store
23633,apple,no bridge
23634,great company,retail
23635,great benefits,advancement
23636,,difficult
23637,apple,the company
23638,there,it
23639,heavy focus,you
23640,teamwork,an enployee
23641,me,number
23642,training,robot
23643,you,peoples needs
23644,apple products,situations
23645,great place,tough schedule
23646,good environment,customers
23647,decent pay,the best
23648,great benefits,
23649,shift flexibility,the position
23650,good people,lack
23651,the time,advancement
23652,any crazy ideas,seasonal ot
23653,you,culture
23654,them,more
23655,facts,large company
23656,the team,it
23657,anytime,startup
23658,someone,abrasive customers
23659,help,the
23660,good pay,other reviewers remarks
23661,rsu,perfection
23662,top performers,the only acceptable level
23663,relatively casual atmosphere,performance
23664,employee discounts,new place
23665,great products,me
23666,good salary,
23667,great work environment,it
23668,excellent career,the customers
23669,engineers,an enormous amount
23670,good,care
23671,culture,ways
23672,nice rsus,you
23673,pay,it
23674,benefits,it
23675,advantage,there
23676,them,limited opportunity
23677,the,growth
23678,amazing company,few people advance
23679,culture,the retail side
23680,good job,apple
23681,positive work life balance,the top
23682,great education,apple retail
23683,high traffic area,this
23684,business,it
23685,fun,work life balance
23686,interesting projects,bureaucracy
23687,wide reach,politics
23688,training,priority
23689,you,innovation
23690,the work environment,they
23691,the best,you
23692,,class
23693,everyone,dates
23694,work,you
23695,we,campus
23696,team,apple
23697,you,large company
23698,questions,it
23699,mistakes,apple
23700,you,large company
23701,you,it
23702,great pay,home
23703,health benefits,same cons
23704,401,any retail job
23705,stock options,
23706,home,retail
23707,job,apple
23708,fun,lot
23709,great benefits,you
23710,stock options,nothing
23711,401k,apple
23712,healthcare,the holidays
23713,discounts,any retail place
23714,ethical,high cost
23715,environment,the area
23716,generally,comp
23717,people,training
23718,retail environment,work
23719,upward mobility,weekends
23720,friendly people,shifts
23721,job security,job
23722,pay,time
23723,retail,more
23724,some,vacation system
23725,the best pay,day
23726,there,simple mistakes
23727,retail,you
23728,you,talk
23729,sales,the manager
23730,you,customer
23731,yourself,no growth
23732,you,potential
23733,the metrics,retail level
23734,health benefits,work
23735,all reality,work work work work
23736,part timers,schedule accommodation
23737,retail,internal hires
23738,you,scheduling
23739,it,flexibility
23740,management,hours
23741,hands,weekend preference
23742,most scenarios,you
23743,the,management
23744,the customer,kind
23745,you,all
23746,an offer,the place
23747,move politically,some inconsistency
23748,the company,policies
23749,it,they
23750,facade,high expectations
23751,the game,it
23752,you,there
23753,yourself,the
23754,100,
23755,it,it
23756,great company,one bit
23757,promises,career growth
23758,experience,political system
23759,performance,the leadership team
23760,job,internal advancement
23761,school,actual performance
23762,great people,it
23763,great benefits,you
23764,great training,yourself
23765,the pros,customer base
23766,apple retail,schedule
23767,you,sometimes it
23768,great coworkers,challenge
23769,,the schedule
23770,multiple locations,you
23771,,wish
23772,great company,they
23773,good benefits,more
23774,work,very little room
23775,form home,rude customers
23776,awesome culture,lot
23777,great benefits,the managers
23778,benefits,salesperson
23779,not many jobs,they
23780,this,more
23781,stock options,schedule
23782,excellent benefits,hourly rate
23783,excellent management,not enough increase
23784,wonderful credo,
23785,great work ethos,high customer traffic
23786,great pay,while
23787,the type,the company
23788,position,
23789,great culture,high customer traffic
23790,work environment,while
23791,apple,the company
23792,some,retail schedules
23793,the best hardware,pay
23794,the industry,little
23795,the quality standards,busy stores
23796,top notch,it
23797,the access,great deal
23798,resources,knowledge
23799,great products,regional managers
23800,benefits,all big box
23801,co workers,the company
23802,culture,nothing
23803,environment,it
23804,motivated people,steve
23805,apple,many layers
23806,excellent,management
23807,leaders,retail
23808,excellent work life balance,no work life balance
23809,work,families
23810,others,unqualified supervisors
23811,you,no experience
23812,many,the tech
23813,the company,retaliation
23814,it,any disagreement
23815,point,an evaluation
23816,lots,it
23817,cross,there
23818,you,approach
23819,travel,talent
23820,single lots,old fashion
23821,opportunity,onsite
23822,china business class,vs
23823,premium hotels,remote workers
23824,hwte org,good talent
23825,all product lines,regular basis
23826,them,the company
23827,the company,bit self
23828,home,work life balance
23829,the discount,you
23830,great flexibility,24
23831,hours,
23832,freedom,none
23833,work,apple
23834,life balance,no complaints
23835,good growth opportunities,zero work
23836,benefits,life balance
23837,epp,issues
23838,people,you
23839,the employees,promotions
23840,great discounts,you
23841,products,the job responsibilities
23842,somewhat decent pay,other departments
23843,employee discounts,they
23844,intelligent colleagues,terrible communication
23845,compensation,management
23846,stocks,they
23847,flexibility,you
23848,home,they
23849,company,fix
23850,they,any issues
23851,benefits,the fix
23852,many services,they
23853,great health benefits,another department
23854,they,you
23855,you,trouble
23856,you,it
23857,the company,you
23858,the pay,the best customers
23859,interesting customers,there
23860,coworkers,no downside
23861,every day,apple
23862,apple,overly competitive
23863,you,times
23864,apple,the companies popularity
23865,you,frustrating career path
23866,great benefits,times
23867,part time retail employee,the
23868,stock benefits,this
23869,transit subsidy,retail job
23870,monthly,you
23871,fitness reimbursement,all day
23872,adoption assistance,variable work schedule
23873,new parent leave,communication
23874,bereavement leave,managers
23875,sick pay,something
23876,education reimbursement,every company
23877,generous discount,apple
23878,25,the reason
23879,high level,this
23880,innovation,the amount
23881,exciting projects,employees
23882,there,each store
23883,heavy emphasis,two
23884,hardware,different worlds
23885,idevices,you
23886,hardware,certain goals
23887,you,you
23888,those domains,some bad weeks metrics
23889,them,promotions
23890,then apple,management bases
23891,you,promotions
23892,high level,friendship
23893,innovation,the work
23894,exciting projects,you
23895,there,horrible hours
23896,heavy emphasis,no balance
23897,hardware,work
23898,idevices,office politics
23899,hardware,merit
23900,you,emphasis
23901,those domains,money
23902,them,something
23903,then apple,project
23904,you,dead lines
23905,great environment,the customers
23906,coworkers,you
23907,good benefits,each costumer
23908,part time,real hassel
23909,benefits,pros
23910,the family,it
23911,the team,thick skin
23912,huge collection,certain situations
23913,amazing people,schedule
23914,this,time
23915,the the walls,apple
23916,work,so many employees career advancement
23917,there,an
23918,many,position
23919,photographers,you
23920,adventurers,corporate position
23921,dj,you
23922,etc,there
23923,if,lot
23924,you,clout
23925,these,apple
23926,friends,you
23927,lifetime,apple
23928,the benefits,job
23929,part time employee,you
23930,health,goals
23931,stock options,there
23932,401k etc,lot
23933,the company,upward mobility
23934,the human aspect,absolutely no work
23935,lot,life balance
23936,things,no room
23937,apple,growth
23938,one,management
23939,the greatest company,you
23940,,the company
23941,the management team,you
23942,lot,management
23943,flexibility,management
23944,the company philosophy,management
23945,general,the raise structure
23946,we,it
23947,product,one
23948,we,the managers
23949,the experience,the abundance
23950,the transaction,resources
23951,company,engineering team think
23952,,elaborate
23953,genuine concern,one
23954,an customers,kind
23955,high quality,periphery problems
23956,product,others
23957,services,the industry
23958,some,kind
23959,the,some instances
23960,you,apple
23961,you,large company
23962,yourself,you
23963,the business,the shuffle
23964,reason,the customers
23965,stores,some company goals
23966,independent business,little
23967,right,you
23968,it,customer service
23969,apple,this
23970,applecare,job
23971,breakneck pace,you
23972,customers,weird cultish attitude
23973,decent discounts,coworkers
23974,mac,you
23975,the benefits,the attitude
23976,great benefits,all the other apple minions
23977,support,you
23978,you,an apple employee
23979,mistakes,you
23980,situation,worship apple
23981,better,you
23982,something,you
23983,managers,leper
23984,you,every company meeting
23985,decent pay,training video
23986,retail,presentation
23987,apple,variations
23988,it,the word
23989,customers,there
23990,,life
23991,they,apple
23992,value customer service,some
23993,most retailers,us
23994,great culture,every little
23995,great benefits,coworkers
23996,health care,
23997,you,apple
23998,apple,
23999,care,something special
24000,them,
24001,,care
24002,any other company,you
24003,resources,
24004,experts,benefit
24005,every field,it
24006,resources,
24007,fun engineering,
24008,design,less
24009,there,you
24010,high expectations,there
24011,there,genuine authenticity
24012,an infrastructure,coworkers
24013,the work,actual
24014,those expectations,others
24015,great culture,place
24016,company,individuality
24017,people,apple
24018,pay,you
24019,the people,voicing anything
24020,benefits,fear
24021,stock,harsh criticism
24022,work,benefits
24023,work,company
24024,great,billions
24025,you,the benefit package
24026,some,training
24027,you,fluff
24028,single folks,actual useful training
24029,interesting problems,this apple product
24030,an awesome team,you
24031,engineers,the outer reaches
24032,opportunities,space
24033,better galore,it
24034,vertical scale,it
24035,work,okay
24036,expertise,me
24037,implementation,something
24038,access,the device
24039,high tech company,specs
24040,logistic system,etc
24041,promotion opportunities,silly garbage
24042,coordination,it
24043,working engineers,you
24044,work,company training
24045,software,you
24046,hardware,hours
24047,almost everyone,week
24048,everyday,you
24049,work,no time
24050,software,the training
24051,hardware,the store
24052,almost everyone,training
24053,everyday,it
24054,it,you
24055,good experience,training
24056,apple,it
24057,,time
24058,contractor,teeth
24059,fast,
24060,pace,flexible schedule
24061,great food,you
24062,very flexible hours,only certain days
24063,discounts,the week
24064,stock options,company
24065,great company,all
24066,just overall great management,you
24067,the perks,there
24068,part,nothing
24069,great company,
24070,the people,it
24071,,the hours
24072,some,weekends
24073,the best humans,the workflow
24074,,transactional
24075,the culture,angry customers
24076,one,all day
24077,growth,this
24078,each associate,the energy
24079,good pay,many employees
24080,student worker,qa
24081,flexible work hours,products
24082,they,the thorough testing
24083,you,the software release date
24084,flex time great training,retail
24085,resources,management
24086,camaraderie,way
24087,other employees,you
24088,great benefits,children
24089,awesome teammates,some management experience
24090,good environment,you
24091,good pay,someone
24092,fun,you
24093,pay,10 managers
24094,benefits,customers
24095,tremendous amount,great
24096,opportunities,the
24097,you,also apple
24098,the santa clara valley,clear path
24099,great benefits,the creative team
24100,co workers,the moment
24101,discounts,very stressful
24102,bonus,very tiring
24103,work,promotions
24104,fun place,times
24105,you,management consistency
24106,great company,corporate
24107,great experience,tone deaf
24108,solutions,there
24109,products,annual reviews
24110,the most part,
24111,job descriptions,the starting pay
24112,compensation,bit
24113,benefits,you
24114,discounts,holidays
24115,lot,you
24116,perks,it
24117,apple,it
24118,they,me
24119,the best technology,you
24120,ways,it
24121,those,promotion
24122,need,bonuses
24123,benefits,performance review
24124,feeling,there
24125,love,strong job rotation program
24126,,awful work life balance
24127,the company,rating
24128,management,poor professional development
24129,best,managers
24130,you,it
24131,workers,there
24132,the retail space,no cons
24133,benefits,retail
24134,it,apple
24135,,full time position
24136,health,
24137,package,years
24138,focus,the company
24139,wellness,lots
24140,product line,stress
24141,they,people
24142,you,people
24143,all the minor tech skills,no work life balance
24144,you,not good long term gig
24145,all you,well
24146,people,discounts
24147,you,big deal
24148,breeze,business
24149,it,minimum availability requiremets
24150,they,me
24151,you,work schedule
24152,any metrics,hectic
24153,number,the average joe
24154,customer,they
24155,number,degree
24156,devices,technology
24157,amazing people,open availability
24158,amazing products,full time retail
24159,some,weekend work
24160,the best work,family
24161,apple,store
24162,,most
24163,you,the time
24164,discount,it
24165,there,part time hours
24166,good team,nj
24167,apple,there
24168,the instructors,lot
24169,they,fun
24170,you,employees
24171,,the
24172,everyone,corporate level operations
24173,you,leaders
24174,job,all areas
24175,you,the store
24176,someone,priorities
24177,you,extensive interviews
24178,the crap,the silly people
24179,this person,sometimes
24180,it,growth
24181,there,the best
24182,people,it
24183,coast,what manager
24184,company,you
24185,everyone,have
24186,apple,no downsides
24187,more,you
24188,good health benefits,you
24189,commuter stipend,the role
24190,those,no
24191,the shuttle routes,hours
24192,employee discounts,tight deliverable dates
24193,you,always short
24194,the best tech,hours
24195,they,customers
24196,computer,they
24197,monitors,you
24198,etc,the political environment
24199,they,it
24200,you,people
24201,chairs,role
24202,adjustments,10 years
24203,they,you
24204,it,working weekends
24205,the people,it
24206,,the place
24207,the facility,you
24208,people,promotion
24209,there,you
24210,an abundance,spite
24211,knowledge,that
24212,,primary function
24213,apple,each role
24214,many years,company
24215,the first few years,no room
24216,they,growth
24217,us,no work
24218,people,life
24219,there,balance
24220,feeling,company
24221,pride,them
24222,they,an average retail employee
24223,us,you
24224,we,the richest company
24225,pay,the world
24226,lot,no cons
24227,people,no cons
24228,anxiety,big brother vibe
24229,it,the apple
24230,we,some management
24231,employees,outside company
24232,we,facilities
24233,number,mall
24234,good atmosphere,long hours
24235,good location,release weekends
24236,excellent benefits,mandatory meetings
24237,the best health insurance,sundays
24238,any company,the weekend
24239,,none
24240,holiday pay,
24241,more,high stress
24242,every team manager,apple
24243,,changes sake
24244,the need,not all initiatives
24245,the business,store roll
24246,the needs,erratic retail schedule
24247,the employees,customer base
24248,great,
24249,team,lot
24250,great management,secrets
24251,all employees,cons
24252,the needs,middle management
24253,the work place,improvement
24254,strong sense,not
24255,community,movement
24256,cultural emphasis,management
24257,service,doesnt care
24258,metrics,the customers
24259,pressures,management
24260,stock,doesnt care
24261,competitive healthcare offerings,the customers
24262,vacation,customer service
24263,transit subsidy,all
24264,major metropolitan areas,it
24265,amazing ergonomics,the role
24266,department,none
24267,great benefits,it
24268,decent vacation package,hard work
24269,you,hours
24270,work,holidays
24271,you,the company
24272,new products,high value
24273,what,secrecy
24274,you,there
24275,good benefits,minimum transparency
24276,great coworkers,business objectives
24277,there,future plans
24278,lots,some
24279,those positions,situations
24280,small,the same questions
24281,you,customers
24282,you,retail hours
24283,the right people,work for
24284,great place,
24285,part,entire apple
24286,another job,outdated management style
24287,pay,engineering managers
24288,benefits,poor people management skills
24289,the people,plenty
24290,great company,they
24291,plus,they
24292,the benefits,no effort
24293,amazing benefits,trust
24294,store teams,transparent appraisal process
24295,all the time,other big league
24296,things,companies
24297,competitive pay,there
24298,some room,no standard work culture
24299,advancement,compensation
24300,awesome benefits,all divisions
24301,great growth,it
24302,great professional skill sets,the hierarchy
24303,great place,someone
24304,great place,general
24305,company benefits,products
24306,experience,end users
24307,you,apple products
24308,better version,high visibility
24309,yourself,people
24310,work,there
24311,apple,good work
24312,it,auxiliary
24313,truly,products
24314,the environment,internal customers
24315,quite host,they
24316,beautiful wonderful people,rewards
24317,the,hence lack
24318,star employees,transparency
24319,micro managers,silly politics
24320,autonomy,this
24321,the apple store,least concern
24322,an amazing experience,you
24323,fun,foodie
24324,everyone,you
24325,management,no
24326,they,food
24327,you,food
24328,you,cafeteria
24329,lunch,pay
24330,time,managers
24331,ways,the expectations
24332,training,lack
24333,time,hours
24334,time,retail
24335,benefits,hours
24336,this world,inconsistent schedule
24337,one,no
24338,great atmosphere,scheduling
24339,fellow interns,needs
24340,great benefits,the individual
24341,great pay,every year
24342,excited people,it
24343,most locations,you
24344,big cities,the next deadline
24345,good pay,long hours
24346,the company benefits,frequent travel
24347,both,the cons
24348,full time,retail job
24349,part time employees,the nature
24350,benefits,this position
24351,tuition reimbursement,tier
24352,health,technical support
24353,vision,term career path
24354,dental,you
24355,fitness,business
24356,reimbursement,you
24357,new people,another division increase
24358,the sales,t1 ios
24359,environment,you
24360,opportunities,another employee
24361,growth,it
24362,international exposure,you
24363,great conditions,long hours
24364,good,standing
24365,hours,it
24366,good pay,you
24367,part time,it
24368,apple,it
24369,great place,kid
24370,everyone,customers
24371,vision,the worse
24372,success,best place ive
24373,lots,love
24374,opportunities,it
24375,you,it
24376,them,
24377,enthusiastic,best place
24378,pay,planet
24379,teamwork,they
24380,great team environment,disneyland
24381,,the happiest place
24382,support,earth
24383,rsus,no way
24384,relatively good salary,it
24385,great benefits,mall hours
24386,logo envy,often rude customers
24387,work,pay inequities
24388,some,new hires
24389,the coolest people,tenured employees
24390,edge technology,the same job role
24391,great people,poor management
24392,great health,job roles
24393,insurance,employees
24394,benefits,apple
24395,discounts,steve
24396,benefits,they
24397,you,much
24398,lot,you
24399,technology,no control
24400,teams,not much room
24401,people,growth
24402,they,too much infighting
24403,work,weak leadership
24404,great benefits,none nothing
24405,you,certain hours
24406,apple,organization
24407,you,
24408,it,college org
24409,great company,shifts
24410,apple,pm cst
24411,you,the week
24412,opportunities,one
24413,everyday,any time
24414,learning,day
24415,one,great job
24416,the best jobs,me
24417,,
24418,good,cst zone
24419,benefits,food
24420,holiday pay,salad
24421,schedules,main dishes
24422,you,you
24423,the bosses,average
24424,they,big impact
24425,patient,changing teams
24426,understanding,you
24427,,full interview
24428,it,the new team
24429,they,you
24430,they,it
24431,me,leadership transparency
24432,the interview,male dominant
24433,,bad way
24434,contract worker,we
24435,the year,part
24436,me,leadership
24437,,we
24438,the people,lot
24439,great people,people
24440,training,it
24441,,long call
24442,,times
24443,,kelly services
24444,,horrible management
24445,,lack
24446,,training
24447,,ilog
24448,,employees
24449,,blame apple
24450,,kelly services
24451,,employees
24452,,pocket change
24453,,apple
24454,,candidates
24455,,them
24456,,more money
24457,,them
24458,,full benefit
24459,,the same exact position
24460,,it
24461,,apple president
24462,,himself
24463,,he
24464,,folks
24465,,staffing agency
24466,,apple
24467,,the contracts
24468,,the staffing agencies
24469,,
24470,,customer
24471,,
24472,,apple products
24473,,
24474,,the same
24475,,trash
24476,,apple
24477,,people
24478,,the same exact job
24479,,less money
24480,,no benefits
24481,,thousands
24482,,dollars
24483,,the staffing agencies
24484,,retail
24485,,longterm career
24486,,everyone
24487,,time management
24488,,home
24489,,you
24490,,
24491,,big store
24492,,high volume
24493,,you
24494,,some point
24495,,customers
24496,,design
24497,,apple
24498,,the environment
24499,,interview process
24500,,management
24501,,all employees
24502,,management
24503,,work
24504,,life
24505,,balance
24506,,hours
24507,,home
24508,,holidays
24509,,the amount
24510,,knowledge
24511,,you
24512,,no one
24513,,the employees
24514,,the culture
24515,,
24516,,no knowledge
24517,,nothing
24518,,the company
24519,,the cons
24520,,
24521,,any cons
24522,,person
24523,,constructive criticism
24524,,pay
24525,,resentment
24526,,peers
24527,,retention
24528,,vs
24529,,attrition rates
24530,,retail hours
24531,,many people
24532,,you
24533,,manager
24534,,it
24535,,it
24536,,long term career
24537,,systems
24538,,job
24539,,retail hours
24540,,many people
24541,,you
24542,,manager
24543,,it
24544,,it
24545,,long term career
24546,,systems
24547,,job
24548,,late hours
24549,,lines lots
24550,,questions
24551,,monotonous work
24552,,
24553,,it
24554,,fun
24555,,the work quantity
24556,,there
24557,,few people
24558,,responsibility
24559,,very
24560,,organizations
24561,,work
24562,,home
24563,,customers
24564,,issues
24565,,them
24566,,not the company
24567,,call
24568,,the rate
24569,,
24570,,lower chance
24571,,harvard
24572,,groups
24573,,silo
24574,,development
24575,,place
24576,,features
24577,,other groups
24578,,there
24579,,middle managers
24580,,employees
24581,,career growth
24582,,you
24583,,yourself
24584,,leadership
24585,,store
24586,,store
24587,,times
24588,,the worse outside
24589,,handful
24590,,stores
24591,,not enough hours
24592,,pay
24593,,you
24594,,slow
24595,,no growth opportunties
24596,,rate
24597,,
24598,,an cons
24599,,the company
24600,,great job
24601,,work fun
24602,,it
24603,,stale
24604,,heavy workload
24605,,the weekends
24606,,lots
24607,,micromanagement
24608,,you
24609,,remote
24610,,metrics
24611,,the pay
24612,,the expectations
24613,,the level
24614,,customer service
24615,,pay
24616,,apple
24617,,they
24618,,the best
24619,,the best
24620,,that
24621,,supervisor role
24622,,you
24623,,year
24624,,not
24625,,us
24626,,all tools
24627,,the job
24628,,the latter
24629,,the work
24630,,any customer service job
24631,,you
24632,,hours
24633,,challenge
24634,,ambiguity
24635,,the biggest con
24636,,this
24637,,the retail side
24638,,it
24639,,you
24640,,position
24641,,apple
24642,,management
24643,,there
24644,,any favoritism
24645,,there
24646,,you
24647,,those
24648,,management
24649,,the ones
24650,,the promotion
24651,,schedules
24652,,you
24653,,many days
24654,,you
24655,,they
24656,,you
24657,,schedule
24658,,other events
24659,,cant think
24660,,any right
24661,,bit
24662,,normal tech
24663,,slow
24664,,very long
24665,,commute
24666,,sf
24667,,repetitive job
24668,,you
24669,,change
24670,,this
24671,,the right job
24672,,you people
24673,,the same questions everyday
24674,,unnecessary things
24675,,coworkers
24676,,you
24677,,you
24678,,you
24679,,work weekends
24680,,all the
24681,,you
24682,,full time
24683,,work personal life
24684,,everything
24685,,that store
24686,,there
24687,,no sound proofing
24688,,the walls
24689,,there
24690,,constant low roar
24691,,people
24692,,all day
24693,,people
24694,,the genius bar
24695,,you
24696,,everything
24697,,mac computer
24698,,photos
24699,,you
24700,,them
24701,,you
24702,,it
24703,,way
24704,,them
24705,,it
24706,,similar losses
24707,,people
24708,,discounts
24709,,any work
24710,,life balance
24711,,shifts
24712,,hours
24713,,micro management
24714,,meager pay
24715,,list
24716,,responsibilities
24717,,that
24718,,increased workload culture
24719,,metrics
24720,,pay
24721,,little
24722,,those
24723,,the company
24724,,raise increments
24725,,the noise level
24726,,the store
24727,,consultations
24728,,customers
24729,,they
24730,,turn
24731,,the job
24732,,it
24733,,politics
24734,,night hours
24735,,advancement opportunities
24736,,it
24737,,there
24738,,minimal growth potential
24739,,the corporate side
24740,,retail
24741,,it
24742,,cupertino positions
24743,,it
24744,,retail job
24745,,poor hr
24746,,support
24747,,lack
24748,,training
24749,,mobility
24750,,company
24751,,the offer
24752,,the position
24753,,you
24754,,mobility
24755,,shady maneuver
24756,,solutions
24757,,retail hours
24758,,variable schedule
24759,,tech
24760,,pay
24761,,time
24762,,no control
24763,,schedule
24764,,hours
24765,,work
24766,,upset customers
24767,,stressful
24768,,pay
24769,,motivation
24770,,fear
24771,,operations management
24772,,petty
24773,,line level managers
24774,,slaves
24775,,senior managers
24776,,you
24777,,the wrong mentor
24778,,they
24779,,the wrong political side
24780,,you
24781,,not
24782,,other roles
24783,,lots
24784,,average
24785,,silicon valley
24786,,not place
24787,,fathers
24788,,young kids
24789,,home
24790,,work
24791,,working mothers
24792,,space
24793,,long hours
24794,,small talk
24795,,waves
24796,,cubicle
24797,,productivity
24798,,yourself
24799,,apple maps
24800,,several years
24801,,
24802,,we
24803,,robots
24804,,management
24805,,you
24806,,they
24807,,they
24808,,specialists
24809,,cattle
24810,,you
24811,,it
24812,,apple hr
24813,,the worst hr
24814,,
24815,,they
24816,,no problems
24817,,years
24818,,apple
24819,,
24820,,they
24821,,me
24822,,the door
24823,,much
24824,,
24825,,you
24826,,this
24827,,
24828,,anyone
24829,,apple
24830,,the risks
24831,,the rewards
24832,,retail environment
24833,,certain areas
24834,,the building
24835,,them
24836,,too
24837,,politics
24838,,many directors
24839,,poor decisions
24840,,much reliance
24841,,vendor partnerships
24842,,companies
24843,,apple
24844,,mind
24845,,politics
24846,,secrecy
24847,,culture
24848,,you
24849,,anyone
24850,,anything
24851,,the company
24852,,you
24853,,the appropriate disclosure
24854,,no public speaking
24855,,open source development opportunities
24856,,this culture
24857,,the wealthiest company
24858,,the world
24859,,they
24860,,penny
24861,,everything
24862,,misguided focus
24863,,management
24864,,ais
24865,,career
24866,,path
24867,,ais
24868,,virtually no way
24869,,more
24870,,interview
24871,,actual work ethic
24872,,results
24873,,retail hours
24874,,there
24875,,whole lot
24876,,work life balance
24877,,you
24878,,something
24879,,the side
24880,,it
24881,,there
24882,,that
24883,,apple
24884,,core
24885,,values
24886,,company
24887,,it
24888,,the end
24889,,the day
24890,,toxic politics
24891,,the store
24892,,you
24893,,you
24894,,most managers
24895,,you
24896,,full time
24897,,long hours
24898,,customer attitude
24899,,angry customers
24900,,there
24901,,any bad things
24902,,low pay
24903,,high level talent
24904,,
24905,,working retail
24906,,work
24907,,weekends
24908,,apple
24909,,the general public
24910,,the curtain
24911,,feel
24912,,the opportunity
24913,,growth
24914,,the company
24915,,it
24916,,fall
24917,,grace
24918,,founder steve jobs
24919,,it
24920,,
24921,,things
24922,,retail hours
24923,,work
24924,,holidays
24925,,base salary
24926,,the company
24927,,ambiguity
24928,,pay
24929,,get
24930,,limited benefits
24931,,non competitive salary
24932,,you
24933,,full time
24934,,you
24935,,no
24936,,angry customers
24937,,things
24938,,you
24939,,rumored launches
24940,,the new product
24941,,customers
24942,,some employees
24943,,they
24944,,retail store
24945,,it
24946,,apple
24947,,it
24948,,they
24949,,they
24950,,hot stuff
24951,,retail scheduling repetitive communication
24952,,limited growth opportunity
24953,,retail
24954,,triple chats
24955,,once
24956,,almost mandatory
24957,,time
24958,,holidays
24959,,retail politics
24960,,some time
24961,,big company
24962,,no free food
24963,,hmmm
24964,,any major cons
24965,,they
24966,,more
24967,,hammocks
24968,,the break rooms
24969,,zero accountability
24970,,peers
24971,,customer base
24972,,maintenance
24973,,the bottom
24974,,pay
24975,,levels
24976,,no
24977,,mobility
24978,,no management
24979,,hr helpline
24980,,joke
24981,,they
24982,,friends
24983,,the management
24984,,they
24985,,you
24986,,anything
24987,,the job
24988,,you
24989,,upwards mobility
24990,,management
24991,,
24992,,no
24993,,accountability
24994,,term
24995,,fearless feedback
24996,,you
24997,,1984 groupthink
24998,,mentality
