,pro,con
17203,there,every microsoft review
17204,lot,the micro things
17205,technology,specific colleague
17206,short amount,you
17207,time,juggernaut
17208,the ceo,it
17209,the company,the product
17210,that,an established market position
17211,an innovator,result
17212,follower,
17213,needed changes,myself
17214,ms,problems
17215,the cloud game,
17216,customers,college
17217,microsoft technology,the cons
17218,that,overall benefits
17219,knowledgeable peers,every microsoft review
17220,lots,the micro things
17221,travel,specific colleague
17222,yearly team building events,you
17223,knowledgeable peers,juggernaut
17224,lots,it
17225,travel,the product
17226,yearly team building events,an established market position
17227,great pay,result
17228,lot,
17229,innovation techniques,myself
17230,great benefits,problems
17231,life balance,
17232,some,college
17233,projects,this moment
17234,you,lot
17235,ton,office politics
17236,technology,leadership
17237,amazing benefits,mess
17238,retail job,favoritism
17239,soft skills,retail
17240,great relationships,mess
17241,customers,they
17242,many,game
17243,support,pos
17244,roles,money
17245,strategic direction,lack
17246,leadership,meaningful work life balance
17247,the company,limited personal growth
17248,lot,potential
17249,resource,future
17250,the breadth,time only
17251,technical investment,work life balance
17252,satya,working environment
17253,the changes,manager
17254,customer,favoritism
17255,teammates,full timers
17256,,no clear path
17257,various projects,development
17258,professional,very competitive
17259,positive,environment
17260,project,small cog
17261,we,
17262,each other,not
17263,,very diversity
17264,people,vet
17265,they,you
17266,they,peers
17267,great compensation,you
17268,package,you
17269,smart people,the review system
17270,hard problems,more creative thinking
17271,ability,
17272,products,anything
17273,1b people,the downside
17274,good benefits,huge organization
17275,reasonable vacation,visibility
17276,spaces,effort
17277,great learning,matrixed structure
17278,good pay,decision making
17279,major change,time
17280,culture,heavy middle management
17281,satya,lot
17282,ceo,very poor
17283,ms,onboarding
17284,lots,many mediocre field managers
17285,good opportunities,the managers
17286,lots,employees
17287,pride,disregard
17288,microsoft,this
17289,the most part,you
17290,,the core locations
17291,bunch,it
17292,good benefits,the direction
17293,middle,the company
17294,the road pay,
17295,bonuses,nothing
17296,awesome development tools,heavy
17297,great compensation,lots
17298,benefits,overhead
17299,the environment,managers
17300,you,team
17301,you,huge egos
17302,the box,desire
17303,the culture,great work
17304,you,you
17305,you,orders
17306,part,large bureaucracies
17307,family,few correct decision makers
17308,culture,career movement
17309,lots,director level
17310,different projects,promotion policy
17311,flexibility,work
17312,hours,the reason
17313,benefits,the only thing
17314,401k,you
17315,benefits,dream
17316,pay,cases
17317,great,the fun
17318,management,microsoft
17319,that,there
17320,any company imo,balance
17321,wonderful talent,hands
17322,levels,new person
17323,compensation,the curve
17324,the path,frequent org changes
17325,the cloud,networking
17326,the company,full time job
17327,culture,typical large company
17328,lots,politics
17329,different projects,the culture
17330,flexibility,the group
17331,hours,big company
17332,benefits,procedures
17333,401k,redmond
17334,benefits,historical culture
17335,pay,hindrance
17336,great,the change
17337,management,management
17338,that,satya
17339,any company imo,performance measurement model
17340,wonderful talent,many many rules
17341,levels,processes
17342,compensation,ranking
17343,the path,politics
17344,the cloud,culture
17345,the company,you
17346,opportunity,redmond
17347,high impact projects,
17348,many options,weeks
17349,the company,every month
17350,possibility,you
17351,meaningful career growth,major decisions
17352,within,work life
17353,great,balance
17354,good benefits,lot
17355,you,red tape
17356,some,bureaucracy
17357,the industry,complex processes
17358,,anything
17359,ms,slow career advancement prospects
17360,great years,twice annual company wide review windows
17361,ton,process
17362,software,boundary impacts
17363,team,innovation
17364,some,there
17365,there,growth
17366,great benefits,me
17367,ok perks,
17368,you,business administration role
17369,access,transition
17370,all microsoft products,it
17371,it,
17372,various,microsoft
17373,products,amazon etc
17374,some,then some
17375,structured work,microsoft
17376,good benefits,higher level
17377,great location,individual contributions
17378,fantastic brand,certain divisions
17379,it,perks
17380,an immediate conversation,bullpen style
17381,starter,office configurations
17382,people,productivity compensation
17383,you,other companies
17384,microsoft,executive management
17385,there,coherent plan
17386,phenomenal people,the future
17387,this company,we
17388,microsoft,ground
17389,words,an industry
17390,there,the founders
17391,some amazing opportunities,none
17392,you,multiple big projects
17393,you,annual meetings
17394,the obvious choice,family time
17395,best fit,high turnover
17396,those opportunities,growing pains
17397,innovation,traditional
17398,most orgs,provider
17399,others,lack
17400,,agility
17401,microsoft,terms
17402,any other organization,engineering
17403,,some organizational culture
17404,there,staff
17405,ups,some decisions
17406,any,politics
17407,,career growth
17408,the time,team
17409,,project
17410,microsoft,seat
17411,anything,organizations
17412,the company,online services
17413,the company,times
17414,very competitive salary,some product
17415,nice benefits,none
17416,perks,very
17417,world class,different orgs
17418,good place,little
17419,the in,annual merit
17420,software development,beware
17421,the company,the review process
17422,many years,ranking
17423,many opportunities,modified form
17424,different groups,it
17425,software,all kinds
17426,organization,behaviors
17427,an excellent workplace,people
17428,talent,an impact
17429,you,they
17430,an employee,information
17431,flexible hours,each other
17432,great medical benefit,it
17433,more people,it
17434,the world,customers
17435,top notch technology,different
17436,descent work environment,schedule
17437,pay,every week
17438,benefits,the wrong team
17439,par,you
17440,industry,the
17441,exceptional,things
17442,location,you
17443,good benefits,dud
17444,good environment,project
17445,good,you
17446,people,other team members
17447,environment,you
17448,most people,team
17449,good products,competition
17450,good experiences,colleagues
17451,the customer,the wrong team
17452,lots,you
17453,different job opportunities,the
17454,there,things
17455,hundreds,you
17456,teams,dud
17457,microsoft,project
17458,you,you
17459,anything,other team members
17460,games,you
17461,main stream products,team
17462,hardware,competition
17463,research projects,colleagues
17464,,location
17465,jobs,the
17466,many different groups,sometimes the hours
17467,,lower compensation
17468,,other large tech companies
17469,new product,the signing bonuses
17470,disciplines,overall stock compensation
17471,,
17472,many people,other companies
17473,disciplines,lot
17474,they,microsoft
17475,experience,you
17476,there,what manager
17477,current group,you
17478,the role,it
17479,there,
17480,current group,
17481,new group,inertia
17482,the clique,slow things
17483,there,one microsoft policy
17484,lots,perf review system
17485,smart people,politics
17486,there,reorg
17487,benefits,it
17488,pay,
17489,work,children
17490,good location,advances
17491,one,the myth
17492,the few software companies,the ic
17493,you,managers
17494,small team,true
17495,impact,hard area
17496,global scale,growth
17497,lots,part time
17498,benefits,no large presence
17499,discounts,downtown seattle
17500,xbox games,political red tape
17501,enough,the way
17502,difference,business
17503,the industry,probably no different
17504,it,other large company
17505,many,growth
17506,the past,too much focus
17507,current mistakes,visibility
17508,good salary,impact
17509,wide range,behaviors
17510,work opportunities,results
17511,camaraderie,not the best
17512,the people,management
17513,,practices
17514,,it
17515,some life,microsoft
17516,friends,there
17517,opportunity,that
17518,value,projects
17519,smart people,the product cycle
17520,flexible hours,you
17521,most,others
17522,the time,current rating system
17523,good managers,nepotism
17524,potential,lot
17525,career development,stuff
17526,bonsus,ancient
17527,,the company
17528,that,they
17529,lot,the company
17530,there,legacy
17531,free food,code challenges
17532,it,lack
17533,such high volume,industry mindshare
17534,some,5 word minimum
17535,the people,lot
17536,,work
17537,work,life
17538,very competitive salary,strong workplace politics
17539,nice benefits,they
17540,perks,they
17541,you,38 hour work weeks
17542,relocation,lots
17543,nice office,drama
17544,nice team,massive politics
17545,good cafe,it
17546,large company,the work
17547,job mobility,it
17548,promising long term strategy,you
17549,compensation,others
17550,challenging work,the idea
17551,great work culture,they
17552,people,the
17553,full freedom,box
17554,innovation,ludicrous busywork
17555,new ideas,that box
17556,great,then
17557,smart people,strategy changes
17558,cool tech,microsoft
17559,lot,never again
17560,independence,multi
17561,,disciplinary designer
17562,,
17563,environment,there
17564,really,high expectation
17565,benefits,the obsession
17566,benefits,growth
17567,people,unicorns
17568,good work,unrealistic
17569,life,not
17570,balance,it
17571,soda,nurturing
17572,beautiful campus,supporting employees
17573,great benefits,hr
17574,good compensation,you
17575,smart people,it
17576,great opportunities,review system
17577,great rewards,different parts
17578,the right business impact,company
17579,great managers,sync
17580,you,management
17581,family,the development pace
17582,resource,similar products
17583,the size,hiring mbs
17584,the company,college
17585,there,them
17586,diverse set,ppt
17587,challenges,the denver epg culture
17588,you,hr policy
17589,you,strict enforcement
17590,products,bell curve
17591,millions,back stabbing
17592,users,zero sum
17593,smart people,many cases
17594,great company,the managers
17595,,the employees
17596,,the same bell curve
17597,,managers
17598,,all the credit
17599,,the review
17600,,the manager
17601,,compensation
17602,,less
17603,,other companies
17604,,an
17605,,engineering
17606,,better
17607,,leadership
17608,,services
17609,,they
17610,,havoc
17611,,the issues
17612,,they
17613,,happiness
17614,,the results
17615,,the sentiment
17616,,you
17617,,services
17618,,the
17619,,anand
17620,,the organization
17621,,it
17622,,the ground
17623,,benefits
17624,,almost every year
17625,,things
17626,,new pc
17627,,years
17628,,they
17629,,process
17630,,
17631,,love
17632,,it
17633,,it
17634,,only great place
17635,,lawyers
17636,,highly political
17637,,most decissions
17638,,microsoft
17639,,not market
17640,,lot
17641,,people
17642,,real job
17643,,work
17644,,it
17645,,big organization
17646,,startups
17647,,the resources
17648,,giant
17649,,microsoft
17650,,any problem microsoft
17651,,big one
17652,,order
17653,,it
17654,,the needle
17655,,it
17656,,big organization
17657,,startups
17658,,the resources
17659,,giant
17660,,microsoft
17661,,any problem microsoft
17662,,big one
17663,,order
17664,,it
17665,,the needle
17666,,minimum 20 hours
17667,,week
17668,,school schedule
17669,,too
17670,,many meetings
17671,,not enough time
17672,,job
17673,,reviews
17674,,there
17675,,an unhealthy competitive edge
17676,,the team
17677,,young people
17678,,something epic
17679,,none
17680,,
17681,,fair amount
17682,,political infighting
17683,,somewhat
17684,,process
17685,,it
17686,,compensation
17687,,you
17688,,part
17689,,vast slow moving machine
17690,,not nimble
17691,,and
17692,,competitive work
17693,,environment
17694,,management
17695,,you
17696,,team
17697,,you
17698,,endless opportunities
17699,,management
17700,,you
17701,,the many other employees
17702,,company
17703,,annual agreements
17704,,subscription revenue
17705,,field
17706,,turmoil
17707,,some field
17708,,locations
17709,,massive turnover
17710,,50
17711,,compensation plans
17712,,field roles
17713,,management
17714,,comp models
17715,,new sales models
17716,,pockets
17717,,low morale
17718,,process
17719,,still tension
17720,,enterprise focus
17721,,businesses
17722,,the culture
17723,,substantial ambiguity
17724,,lack
17725,,prioritization
17726,,productivity
17727,,missed milestones
17728,,the company
17729,,culture
17730,,trust
17731,,some orgs
17732,,better
17733,,the politics
17734,,people
17735,,you
17736,,the back
17737,,
17738,,mean girls
17739,,both men
17740,,women
17741,,you
17742,,anyone
17743,,there
17744,,new
17745,,vs
17746,,old culture dynamic
17747,,it
17748,,an extremely cut throat environment
17749,,people
17750,,the need
17751,,they
17752,,you
17753,,everyone
17754,,generalist
17755,,they
17756,,anyone
17757,,the depth
17758,,expertise
17759,,microsoft
17760,,place
17761,,you
17762,,it
17763,,it
17764,,an ugly culture
17765,,ugly work behaviors
17766,,healthcare
17767,,best
17768,,class
17769,,large organization
17770,,pockets
17771,,lack
17772,,cushion
17773,,the good
17774,,the company
17775,,the sdets
17776,,ses
17777,,sdes
17778,,itself
17779,,the company
17780,,sdets
17781,,you
17782,,developer
17783,,everyone
17784,,sdet
17785,,heavy political atmosphere
17786,,bias
17787,,individuals not
17788,,redmond
17789,,some teams
17790,,features
17791,,fires
17792,,the sdets
17793,,ses
17794,,sdes
17795,,itself
17796,,the company
17797,,sdets
17798,,you
17799,,developer
17800,,everyone
17801,,sdet
17802,,heavy political atmosphere
17803,,bias
17804,,individuals not
17805,,redmond
17806,,some teams
17807,,features
17808,,fires
17809,,big ship
17810,,long time
17811,,so many
17812,,the old mindsets
17813,,the organization
17814,,the key ones
17815,,there
17816,,bright people
17817,,people
17818,,lack
17819,,customer centricity
17820,,people
17821,,they
17822,,more
17823,,customer
17824,,customer
17825,,concept
17826,,ppt slide
17827,,part
17828,,the problem
17829,,global roles
17830,,
17831,,redmond
17832,,redmond
17833,,the field
17834,,the work
17835,,
17836,,playbooks
17837,,no one
17838,,words
17839,,action
17840,,the
17841,,you
17842,,meeting
17843,,the person
17844,,
17845,,that
17846,,they
17847,,large company
17848,,you
17849,,the business
17850,,many groups
17851,,the accountability
17852,,there
17853,,leadership
17854,,gaps
17855,,leaders
17856,,the cvp
17857,,gm levels
17858,,you
17859,,them
17860,,filter information
17861,,them
17862,,most leaders
17863,,partner
17864,,you
17865,,the enterprise side
17866,,the consumer side
17867,,trainwreck
17868,,people
17869,,no clue
17870,,they
17871,,outside
17872,,office
17873,,satya
17874,,you
17875,,strong retail person
17876,,you
17877,,many serious challenges
17878,,satya
17879,,change
17880,,the
17881,,the challenge
17882,,he
17883,,many
17884,,the senior leaders
17885,,the next level
17886,,management
17887,,gm
17888,,the ways
17889,,the past
17890,,long time
17891,,microsoft
17892,,
17893,,that time
17894,,the market
17895,,corporate culture
17896,,you
17897,,the tech belt
17898,,large organization
17899,,challenge
17900,,management
17901,,lack
17902,,focus
17903,,politics
17904,,growth
17905,,times
17906,,people
17907,,themselves
17908,,every way
17909,,poor management
17910,,no california
17911,,none
17912,,not enough hours
17913,,the day
17914,,the job
17915,,
17916,,love
17917,,low pay
17918,,hourly workers
17919,,non passionate middle management
17920,,lot
17921,,source
17922,,top management
17923,,this
17924,,different teams
17925,,the same space
17926,,poor clarity
17927,,the objectives
17928,,too much bureaucracy
17929,,higher levels
17930,,lack
17931,,product leadership esp
17932,,the then server tools
17933,,lack
17934,,technical chops
17935,,product management
17936,,the traffic
17937,,work
17938,,bellevue
17939,,the worst
17940,,it
17941,,hours
17942,,woodinville
17943,,bellevue
17944,,there
17945,,some favoritism
17946,,you
17947,,you
17948,,pace
17949,,lack
17950,,strategic direction
17951,,cut throat
17952,,the organization
17953,,people
17954,,roles
17955,,product improvements
17956,,the
17957,,the product
17958,,experience
17959,,that
17960,,any
17961,,acquisition
17962,,microsoft
17963,,momentum
17964,,team
17965,,there
17966,,lots
17967,,growing pains
17968,,people managers
17969,,no guidance
17970,,career
17971,,you
17972,,any 24 hours
17973,,you
17974,,it
17975,,global company
17976,,the department
17977,,you
17978,,you
17979,,calls
17980,,the time gap
17981,,bureaucratic
17982,,institutional inertia
17983,,lots
17984,,elderly product lines
17985,,more agile methodologies
17986,,the 2008 layoffs
17987,,nothing
17988,,performance
17989,,
17990,,no callbacks
17991,,resumes
17992,,positions
17993,,
17994,,changes
17995,,the vendor policies
17996,,it
17997,,stable living
17998,,microsoft
17999,,people
18000,,bill gates
18001,,then
18002,,ballmer
18003,,the new ceo
18004,,the people
18005,,the business
18006,,many
18007,,things
18008,,it
18009,,large company
18010,,you
18011,,little while
18012,,you
18013,,enough opportunities
18014,,it
18015,,large company
18016,,you
18017,,little while
18018,,you
18019,,enough opportunities
18020,,political environment
18021,,retail
18022,,qualifications
18023,,some random patchwork type attitude
18024,,org structure training
18025,,new hires
18026,,management trainees
18027,,it wasnt
18028,,
18029,,there
18030,,large company
18031,,limited growth opptunities
18032,,
18033,,terrible team
18034,,microsoft
18035,,terrible boss
18036,,terrible boss
18037,,boss
18038,,culture
18039,,it
18040,,
18041,,you
18042,,autonomy
18043,,small part
18044,,it
18045,,extremely political
18046,,trust anyone
18047,,people
18048,,blame managers
18049,,they
18050,,meeting
18051,,important initiatives
18052,,you
18053,,you
18054,,something
18055,,it
18056,,no training
18057,,microsoft business
18058,,structure
18059,,this
18060,,the team
18061,,
18062,,not great place
18063,,you
18064,,hq redmond
18065,,then
18066,,people
18067,,one another
18068,,very poor
18069,,poor communication
18070,,small chance
18071,,advancement
18072,,beauracracy
18073,,heavy process
18074,,still not agile
18075,,par
18076,,bay area
18077,,the
18078,,the
18079,,info
18080,,too many
18081,,unfruitful
18082,,meetings
18083,,rampant
18084,,favoritism
18085,,politics
18086,,too much
18087,,employee
18088,,advancement
18089,,rif
18090,,etc
18091,,you
18092,,you
18093,,the point
18094,,work
18095,,me
18096,,usually small work space
18097,,technicians
18098,,they
18099,,all the tools
18100,,you
18101,,customer base
18102,,state demographic
18103,,etc
18104,,there
18105,,many groups
18106,,old microsoft
18107,,it
18108,,throat
18109,,it
18110,,person
18111,,person
18112,,you
18113,,interview
18114,,each manager
18115,,the culture
18116,,they
18117,,the culture
18118,,working environment
18119,,dig
18120,,talk
18121,,people
18122,,other people
18123,,it
18124,,you
18125,,place
18126,,some people
18127,,the entire team
18128,,they
18129,,staff
18130,,you
18131,,you
18132,,long hours
18133,,work
18134,,coming
18135,,not all main campus buildings
18136,,the same care
18137,,the same facilities
18138,,the
18139,,you
18140,,campus
18141,,they
18142,,sysco food
18143,,you
18144,,microsoft
18145,,it
18146,,satya nadella
18147,,microsoft
18148,,it
18149,,perf reviews
18150,,joke
18151,,leadership
18152,,it
18153,,middle management
18154,,the best
18155,,lot
18156,,they
18157,,some director
18158,,there
18159,,strong sentiment
18160,,some data
18161,,it
18162,,no data
18163,,something
18164,,
18165,,drama
18166,,the admin community
18167,,lack
18168,,leadership
18169,,services
18170,,stagnation
18171,,average pay
18172,,it
18173,,terms
18174,,what
18175,,an individual
18176,,ranking
18177,,it
18178,,turnover
18179,,the frequency
18180,,layoffs
18181,,there
18182,,some businesses
18183,,others
18184,,you
18185,,the wrong group
18186,,you
18187,,the door
18188,,you
18189,,it
18190,,it
18191,,an environment
18192,,you
18193,,you
18194,,this
18195,,middle management
18196,,stagnation
18197,,average pay
18198,,it
18199,,terms
18200,,what
18201,,an individual
18202,,ranking
18203,,it
18204,,turnover
18205,,the frequency
18206,,layoffs
18207,,there
18208,,some businesses
18209,,others
18210,,you
18211,,the wrong group
18212,,you
18213,,the door
18214,,you
18215,,it
18216,,it
18217,,an environment
18218,,you
18219,,you
18220,,this
18221,,middle management
18222,,any large organization
18223,,microsoft
18224,,internal office politics
18225,,the product development process
18226,,there
18227,,lot
18228,,variation
18229,,orgs
18230,,microsoft
18231,,so two people
18232,,the place
18233,,the team
18234,,they
18235,,hr
18236,,no teeth
18237,,people
18238,,documentation positions
18239,,no qualifications
18240,,the last editor
18241,,
18242,,four year degree
18243,,anything
18244,,she
18245,,no idea
18246,,dev
18247,,she
18248,,she
18249,,five topics
18250,,them
18251,,no thought
18252,,one voice
18253,,the fact
18254,,some
18255,,them
18256,,another writer
18257,,it
18258,,she
18259,,things
18260,,lot
18261,,politics
18262,,career trajectory
18263,,the first years
18264,,no matter
18265,,an impact
18266,,you
18267,,it
18268,,that
18269,,nothing challenge
18270,,the rules
18271,,career growth
18272,,big company issues
18273,,politics
18274,,bureaucracy
18275,,bad politics
18276,,top heavy
18277,,some orgs
18278,,management
18279,,hardware
18280,,the same time
18281,,organization complexity
18282,,organization complexity
18283,,lots
18284,,meetings
18285,,decision making
18286,,lots
18287,,coasters
18288,,lack
18289,,bias
18290,,action
18291,,the change
18292,,lot
18293,,politics
18294,,lot
18295,,time
18296,,things
18297,,the last minute
18298,,lot
18299,,managers
18300,,most
18301,,political reasons
18302,,ability
18303,,an impact
18304,,satya
18305,,great work
18306,,the culture
18307,,the upper management
18308,,ancient microsoft people
18309,,the culture
18310,,the company
18311,,technology changes
18312,,source
18313,,there
18314,,some bright spots
18315,,change
18316,,hold
18317,,there
18318,,enough hours
18319,,the day
18320,,the job
18321,,
18322,,love
18323,,most people
18324,,passionate
18325,,it
18326,,big company
18327,,the benefits
18328,,any other firm
18329,,dinosaur
18330,,mentality vp
18331,,oncall rotation
18332,,aggressive micromanagement
18333,,extremely
18334,,slow career growth
18335,,you
18336,,the company
18337,,focus
18338,,personal corporate agenda
18339,,nothing else
18340,,it
18341,,hate msn
18342,,it
18343,,monopoly
18344,,democrats
18345,,the company
18346,,the news
18347,,msn
18348,,the dnc
18349,,fake news
18350,,no more water bottles
18351,,only water machine
18352,,no
18353,,food
18354,,family
18355,,stagnation
18356,,engineering leadership
18357,,business objectives
18358,,salary
18359,,no appreciation
18360,,job
18361,,horrible
18362,,horrible work life balance
18363,,ridiculous politics
18364,,culture
18365,,lot
18366,,employees
18367,,wrongful termination
18368,,huge company
18369,,politics
18370,,slow pace
18371,,innovation
18372,,frustrating processes
18373,,open space rooms
18374,,tech stacks
18375,,par
18376,,the open source community
18377,,you
18378,,another company
18379,,there
18380,,sharp learning curves
18381,,the company
18382,,they
18383,,40
18384,,the company
18385,,it
18386,,small things
18387,,fake
18388,,it
18389,,you
18390,,it
18391,,rifs
18392,,regular tool
18393,,talent
18394,,the last few years
18395,,no
18396,,data
18397,,orientation
18398,,decisions
18399,,perceptions
18400,,relationship management
18401,,company
18402,,money
18403,,may
18404,,duplicate
18405,,frustration
18406,,true productivity
18407,,vs
18408,,urgent
18409,,all the
18410,,meetings
18411,,we
18412,,content
18413,,meetings
18414,,limited growth
18415,,developers
18416,,the seattle area
18417,,growth
18418,,pains
18419,,no work life balance
18420,,leadership
18421,,no communication
18422,,advance
18423,,changes
18424,,the company
18425,,decision making
18426,,there
18427,,just
18428,,things
18429,,this
18430,,the many layers
18431,,project
18432,,the
18433,,holes
18434,,new idea
18435,,the idea
18436,,it
18437,,guerilla marketing
18438,,
18439,,seattle
18440,,vs
18441,,the east side
18442,,sales
18443,,role
18444,,low pay
18445,,area
18446,,it
18447,,competitors
18448,,the standards employees
18449,,absolute pittance
18450,,yearly raise
18451,,col increases
18452,,most retail roles
18453,,quarterly bonus
18454,,other department
18455,,it
18456,,retail
18457,,it
18458,,corporate role sales
18459,,triage
18460,,techs
18461,,none
18462,,the protections
18463,,techs
18464,,uncaring store management
18465,,enough staff
18466,,gaps
18467,,there
18468,,no
18469,,upward mobility
18470,,the location
18471,,one
18472,,the big perks
18473,,you
18474,,mobility
18475,,the company
18476,,this
18477,,fluid
18478,,the recruiters
18479,,you
18480,,rolls
18481,,the
18482,,microsoft
18483,,it
18484,,you
18485,,something new
18486,,microsoft retail
18487,,shambles
18488,,the pay rate
18489,,it
18490,,you
18491,,product advisor
18492,,the other 60
18493,,the company
18494,,management
18495,,this
18496,,the issue
18497,,pa
18498,,turn
18499,,this
18500,,stone
18501,,job
18502,,constant reorganizations
18503,,lack
18504,,connection
18505,,upper management
18506,,old hats
18507,,power
18508,,the sr
18509,,leadership
18510,,little
18511,,one thing
18512,,azure
18513,,other things
18514,,the radar
18515,,long hours
18516,,times
18517,,old boy
18518,,office politics
18519,,continual self evaluations
18520,,culture
18521,,it
18522,,people
18523,,while
18524,,pay attention
18525,,the recruiter
18526,,hiring manager
18527,,ambiguity
18528,,you
18529,,it
18530,,you
18531,,good experience
18532,,hav
18533,,any
18534,,some departments
18535,,career growth opportunities
18536,,the review system
18537,,managers
18538,,room
18539,,position
18540,,no direct connection
18541,,the rapport
18542,,career opportunities
18543,,redmond
18544,,layoffs
18545,,that
18546,,
18547,,12
18548,,years
18549,,
18550,,other internal roles
18551,,it
18552,,time
18553,,change
18554,,because
18555,,microsoft
18556,,such an
18557,,technology
18558,,it
18559,,the
18560,,microsoft
18561,,the answer
18562,,everything
18563,,anyone
18564,,microsoft
18565,,the rest
18566,,the world
18567,,things
18568,,it
18569,,touch
18570,,the rest
18571,,the tech world
18572,,too large
18573,,an organization
18574,,forward movement
18575,,little
18576,,year
18577,,
18578,,different managers
18579,,multiple
18580,,the department
18581,,many incompetent managers
18582,,gm level
18583,,performance reviews
18584,,joke
18585,,relationship
18586,,manager
18587,,not performance
18588,,mean nothing
18589,,calibration
18590,,there
18591,,many politics
18592,,it
18593,,it
18594,,an unenjoyable work environment
18595,,there
18596,,nothing
18597,,
18598,,opportunities
18599,,good innovative ideas
18600,,holo lens
18601,,highly political
18602,,fifedoms
18603,,an academic institution
18604,,tenure
18605,,you
18606,,better office
18607,,cafes
18608,,it
18609,,while
18610,,they
18611,,it
18612,,fun
18613,,months
18614,,it
18615,,advance
18616,,external hires
18617,,sr level
18618,,principle
18619,,too many
18620,,processes
18621,,more
18622,,team interactions
18623,,work interest
18624,,fun content
18625,,smaller companies
18626,,some people
18627,,tendency
18628,,the status quo
18629,,more people
18630,,boundaries
18631,,the existing mindset
18632,,lot
18633,,people
18634,,the company
18635,,they
18636,,reorgs
18637,,you
18638,,it
18639,,anyone
18640,,no
18641,,no one
18642,,it
18643,,culture
18644,,satya
18645,,there
18646,,pockets
18647,,the
18648,,you
18649,,team
18650,,terrible manager
18651,,anyone
18652,,no
18653,,no one
18654,,it
18655,,culture
18656,,satya
18657,,there
18658,,pockets
18659,,the
18660,,you
18661,,team
18662,,terrible manager
18663,,every big companies
18664,,there
18665,,level
18666,,bueracracy
18667,,no real cons
18668,,all
18669,,super high pressure
18670,,the field
18671,,amount
18672,,politics
18673,,management incompetence
18674,,lack
18675,,clear vision
18676,,the future
18677,,very little face
18678,,contact
18679,,skype
18680,,they
18681,,you
18682,,there
18683,,you
18684,,many things
18685,,you
18686,,decades
18687,,one thing
18688,,
18689,,this hr policy
18690,,you
18691,,years
18692,,industry experience
18693,,you
18694,,you
18695,,college
18696,,hiring team
18697,,you
18698,,hiring
18699,,you
18700,,they
18701,,req
18702,,college hire
18703,,this
18704,,you
18705,,candidate
18706,,less opportunities
18707,,you
18708,,smaller set
18709,,you
18710,,hiring team
18711,,candidates
18712,,this
18713,,policy
18714,,qualification
18715,,it
18716,,this
18717,,
18718,,the end
18719,,the last century
18720,,such an irrational policy
18721,,the hr mantra
18722,,
18723,,ranking
18724,,such
18725,,many people
18726,,the past
18727,,
18728,,it
18729,,people
18730,,it
18731,,people
18732,,it
18733,,many opportunities
18734,,you
18735,,microsoft
18736,,you
18737,,frog
18738,,well
18739,,it
18740,,company
18741,,any other company
18742,,they
18743,,business decisions
18744,,the benefits
18745,,those decisions
18746,,the interest
18747,,the company
18748,,good team
18749,,they
18750,,some hassle
18751,,team
18752,,team
18753,,no loyalty
18754,,employees
18755,,the end
18756,,the day
18757,,it
18758,,
18759,,
18760,,the company
18761,,they
18762,,you
18763,,good bye
18764,,23 years
18765,,
18766,,great review
18767,,no cons
18768,,much bureaucracy
18769,,moves
18770,,business units
18771,,the same overall company goals
18772,,there
18773,,multiple units
18774,,same products
18775,,time
18776,,you
18777,,many weekends
18778,,they
18779,,new managers
18780,,many
18781,,them
18782,,managing people
18783,,no idea
18784,,the products
18785,,this
18786,,lots
18787,,stress
18788,,people
18789,,these managers
18790,,not everyone
18791,,the same stage
18792,,all products
18793,,the same stage
18794,,this
18795,,you
18796,,motivated engineers
18797,,maintenance mode products
18798,,size
18799,,dilution
18800,,talent
18801,,lower level management
18802,,less money salary
18803,,management
18804,,the horrific review system
18805,,ranking
18806,,team
18807,,bright people
18808,,one bright person
18809,,doubt
18810,,the bad review
18811,,experienced people
18812,,industry
18813,,time
18814,,
18815,,cons
18816,,it
18817,,great company
18818,,microsoft
18819,,innovation
18820,,decisions
18821,,scorecard
18822,,field
18823,,empowerment
18824,,times
18825,,high workload
18826,,long hours
18827,,dates
18828,,known bugs
18829,,progress
18830,,problem
18831,,the past
18832,,possibly long hours
18833,,teams
18834,,the new ceo
18835,,satya nadella
18836,,great progress
18837,,much work
18838,,some
18839,,the groups
18840,,some
18841,,staff
18842,,certain
18843,,you
18844,,you
18845,,the right group
18846,,there
18847,,career path limitations
18848,,limited upward mobility
18849,,you
18850,,companies
18851,,all licensing
18852,,it
18853,,customers
18854,,business
18855,,us
18856,,sales
18857,,complexity
18858,,the seller
18859,,quotas
18860,,some
18861,,games
18862,,politics
18863,,red tape
18864,,comp
18865,,
18866,,no standardization
18867,,compensation
18868,,level expectation
18869,,interviews
18870,,every group
18871,,they
18872,,they
18873,,trust anyone
18874,,discerning
18875,,they
18876,,
18877,,the enormous size
18878,,the company
18879,,there
18880,,lot
18881,,layers
18882,,crap
18883,,you
18884,,rising star
18885,,work
18886,,bit
18887,,microsoft azure division
18888,,you
18889,,redmond
18890,,this
18891,,this
18892,,the cloud services division
18893,,microsoft
18894,,there
18895,,the cloud
18896,,you
18897,,anywhere
18898,,access
18899,,poor communication
18900,,management
18901,,favorite
18902,,way
18903,,corporate
18904,,they
18905,,it
18906,,stepping stone
18907,,instability
18908,,too frequent org changes
18909,,poor communication
18910,,management
18911,,favorite
18912,,way
18913,,corporate
18914,,they
18915,,it
18916,,stepping stone
18917,,instability
18918,,too frequent org changes
